Drug_name,drug_approved,drug_withdrawn,drugBank_id,cancer,comment,num_trials_similar_drug,original_num_trials,moa,target,disease.area,indication,phase,description,cancer_desc
Lorlatinib,True,False,DB12130,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",20.0,20.0,ALK tyrosine kinase receptor inhibitor,"ALK, FES, ROS1",,,Phase 2,"Lorlatinib has been used in trials studying the basic science and treatment of Non-small Cell Lung Cancer and anaplastic lymphoma kinase (ALK)-positive Non-Small Cell Lung Cancer (NSCLC) and ROS1-positive NSCLC. Despite initial responses from the use of various ALK inhibitors, however, it is virtually almost guaranteed that all patients with the condition in question will develop tumour progression or resistance to the current therapy in use [A40086].

Considered a third-generation ALK tyrosine kinase inhibitor (TKI) for patients with ALK-positive metastatic NSCLC, lorlatinib's most optimal place in the treatment sequence of this condition has most recently been identified with its latest approval by the US FDA in November of 2018 for the indication of treating those patients' disease which has progressed even after the use of first and second-generation TKIs like crizotinib, alectinib, or ceritinib [L4848, FDA Label]. Loratinib's ability to move past the blood-brain barrier facilitates its ability to treat progressive or worsening brain metastases as well [L4848, A40078].",True
Propranolol,True,False,DB00571,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",22.0,19.0,adrenergic receptor antagonist,,"cardiology, neurology/psychiatry","hypertension, angina pectoris, migraine headache",Launched,"Propranolol is a racemic mixture of 2 enantiomers where the S(-)-enantiomer has approximately 100 times the binding affinity for beta adrenergic receptors.[L6904] Propranolol is used to treat a number of conditions but most commonly is used for hypertension.[L6901,L6904,L6907] 

Propranolol was granted FDA approval on 13 November 1967.[L6904]",False
Omacetaxine mepesuccinate,True,False,DB04865,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",19.0,19.0,protein synthesis inhibitor,RPL3,hematologic malignancy,chronic myeloid leukemia (CML),Launched,"Omacetaxine mepesuccinate (formerly known as HHT or Homoharringtonine), is a cephalotaxine ester and protein synthesis inhibitor with established clinical activity as a single agent in hematological malignancies. Omacetaxine mepesuccinate  is synthesized from cephalotaxine, which is an extract from the leaves of the plant, Cephalotaxus species. In October 2005, omacetaxine mepesuccinate received Orphan Drug designation from the EMEA for the treatment of chronic myeloid leukemia (CML). Then in March 2006, it received Orphan Drug status from the FDA for the treatment of CML. In November 2006, omacetaxine mepesuccinate, for the treatment of CML, was granted Fast Track designation by the FDA. Most recently, in October 2012, omacetaxine mepesuccinate was marketed under the brand name Synribo and FDA approved for patients who are intolerant and/or resistant to two or more tyrosine kinase inhibitors used to treat accelerated or chronic phase CML.",True
Thiosulfuric acid,True,False,DB09499,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",19.0,19.0,,,,,,"Thiosulfuric acid (as sodium thiosulfate) has the chemical name thiosulfuric acid, disodium salt, pentahydrate. The chemical formula is Na2S2O3•5H2O and the molecular weight is 248.17. Sodium Thiosulfate Injection is a cyanide antidote which contains one 50 mL glass vial containing a 25% solution of Sodium Thiosulfate Injection.

It has been indicated as antidote for cyanide poisoning. It is also used as adjunct agent for patients taking cisplatin chemotherapy. 

Beside the above indications, sodium thiosulfate could be used as ingredient in the following: agricultural chemicals (non-pesticidal), fillers, intermediates, laboratory chemicals, oxidizing/reducing agents, process regulators, processing aids, and solids separation agents.",False
Darolutamide,True,False,DB12941,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",19.0,19.0,androgen receptor antagonist,AR,,,Phase 3,"Darolutamide is a nonsteroidal androgen receptor antagonist for the treatment of castrate-resistant, non-metastatic prostate cancer (nmCRPC). This condition occurs in the majority of patients with advanced prostate cancer who have been treated with androgen receptor antagonists.[A189063] Though prior treatment for prostate cancer has been successful for these patients, the cancer eventually progresses to become resistant to existing therapies. This warrants further treatment.

The goal of treatment with darolutamide is to delay the progression of prostate cancer to metastatic disease, increasing quality of life and life expectancy for those with advanced prostate cancer.[A189054,A189063] Darolutamide was developed by Bayer HealthCare Pharmaceuticals Inc. and approved by the FDA on July 30th, 2019.[L10887]",True
Doxycycline,True,False,DB00254,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",40.0,18.0,metalloproteinase inhibitor,MMP8,dental,periodontitis,Launched,"Doxycycline is a broad-spectrum antibiotic synthetically derived from oxytetracycline [FDA label].  This drug is a second-generation tetracycline, exhibiting lesser toxicity than first-generation tetracyclines [A174034]. Doxycycline may be used to treat a wide range of bacterial infections, depending on the results of antibiotic susceptibility testing.",False
Ropivacaine,True,False,DB00296,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",51.0,18.0,sodium channel blocker,SCN10A,neurology/psychiatry,anesthetic,Launched,Ropivacaine is an aminoamide local anaesthetic drug commonly marketed by AstraZeneca under the trade name Naropin. It is present as a racemic mixture of the enantiomers containing equal proportions of the “S” and “R” forms. The marketed form contains the single S-enantiomer as the active ingredient.,False
Tranexamic acid,True,False,DB00302,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",50.0,18.0,"antifibrinolytic, plasminogen activator inhibitor",PLG,hematology,hemophilia,Launched,Antifibrinolytic hemostatic used in severe hemorrhage.,False
Zidovudine,True,False,DB00495,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",28.0,18.0,nucleoside reverse transcriptase inhibitor,TERT,infectious disease,"human immunodeficiency virus (HIV-1), acquired immunodeficiency syndrome (AIDS)",Launched,"A dideoxynucleoside compound in which the 3&#39;-hydroxy group on the sugar moiety has been replaced by an azido group. This modification prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. The compound is a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA during reverse transcription. It improves immunologic function, partially reverses the HIV-induced neurological dysfunction, and improves certain other clinical abnormalities associated with AIDS. Its principal toxic effect is dose-dependent suppression of bone marrow, resulting in anemia and leukopenia. [PubChem]",False
Toremifene,True,False,DB00539,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",235.0,18.0,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)",ESR1,oncology,breast cancer,Launched,"A first generation nonsteroidal selective estrogen receptor modulator (SERM) that is structurally related to tamoxifen. Like tamoxifen, it is an estrogen agonist for bone tissue and cholesterol metabolism but is antagonistic on mammary and uterine tissue.",False
Curcumin,True,False,DB11672,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",18.0,18.0,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor","APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP3A4, DNMT3B, EP300, MMP13, MMP9, NOS2, PTGS1, PTGS2, XDH",,,Launched,"Curcumin, also known as diferuloylmethane, is an active component in the golden spice turmeric (Curcuma longa) and in [DB11265]. It is a highly pleiotropic molecule that exhibits antibacterial, anti-inflammatory, hypoglycemic, antioxidant, wound-healing, and antimicrobial activities [A33166]. Due to these properties, curcumin has been investigated for the treatment and supportive care of clinical conditions including proteinuria, breast cancer, multiple myeloma, depression, and Non Small Cell Lung Cancer (NSCLC). Despite proven efficacy against numerous experimental models, poor bioavailability due to poor absorption, rapid metabolism, and rapid systemic elimination have been shown to limit the therapeutic efficacy of curcumin [A33166]. Curcumin is under investigation for the treatment and supportive care of various clinical conditions including mucositis, rectal cancer, prostate cancer, chronic schizophrenia, and Mild Cognitive Impairment (MCI) [A33166].",True
Brigatinib,True,False,DB12267,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",18.0,18.0,"ALK tyrosine kinase receptor inhibitor, EGFR inhibitor","ALK, EGFR",oncology,non-small cell lung cancer (NSCLC),Launched,"Brigatinib, originally named AP26113, is a reversible dual inhibitor of anaplastic lymphoma kinase (ALK) and epidermal growth factor receptor (EGFR). It presents selectivity against the mutant forms of EGFR compared to the wild-type.[A31311] It also exhibits selectivity against 9 different Crizotinib-resistant mutants of the EML4-ALK fusion gene, which is a pivotal player in the transformation of susceptible lung parenchyma.[A31313] Brigatinib was developed by Ariad Pharmaceuticals, a subsidiary of Takeda Pharmaceutical Company Limited, and FDA-approved on April 28, 2017.[L1026]",True
Nedaplatin,True,False,DB13145,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",18.0,18.0,DNA inhibitor,,,,Launched,Nedaplatin is a second generation platinum analog [A20300]. It is less nephrotoxic than [DB00515] but has proven equally effective. It was approved for use in Japan in 1995.,False
